"","zip","family_size","income_limit","year"
"35951","508","11",75099.5401041666,"2020"
"35952","508","NoAnswer",1,"2020"
"35953","509","1",29525,"2020"
"35954","509","2",33725,"2020"
"35955","509","3",37925,"2020"
"35956","509","4",42125,"2020"
"35957","509","5",45525,"2020"
"35958","509","6",48875,"2020"
"35959","509","7",52275,"2020"
"35960","509","8",55625,"2020"
"35961","509","9",63968.75,"2020"
"35962","509","10",73564.0625,"2020"
"35963","509","11",84598.671875,"2020"
"35964","509","NoAnswer",1,"2020"
"35965","510","1",26116.6666666667,"2020"
"35966","510","2",29825,"2020"
"35967","510","3",33562.5,"2020"
"35968","510","4",37270.8333333333,"2020"
"35969","510","5",40266.6666666667,"2020"
"35970","510","6",43250,"2020"
"35971","510","7",46229.1666666667,"2020"
"35972","510","8",49212.5,"2020"
"35973","510","9",56594.375,"2020"
"35974","510","10",65083.53125,"2020"
"35975","510","11",74846.0609375,"2020"
"35976","510","NoAnswer",1,"2020"
"35977","511","1",26975,"2020"
"35978","511","2",30825,"2020"
"35979","511","3",34675,"2020"
"35980","511","4",38525,"2020"
"35981","511","5",41625,"2020"
"35982","511","6",44700,"2020"
"35983","511","7",47775,"2020"
"35984","511","8",50875,"2020"
"35985","511","9",58506.25,"2020"
"35986","511","10",67282.1875,"2020"
"35987","511","11",77374.515625,"2020"
"35988","511","NoAnswer",1,"2020"
"35989","512","1",26600,"2020"
"35990","512","2",30375,"2020"
"35991","512","3",34175,"2020"
"35992","512","4",37950,"2020"
"35993","512","5",41012.5,"2020"
"35994","512","6",44037.5,"2020"
"35995","512","7",47087.5,"2020"
"35996","512","8",50112.5,"2020"
"35997","512","9",57629.375,"2020"
"35998","512","10",66273.78125,"2020"
"35999","512","11",76214.8484375,"2020"
"36000","512","NoAnswer",1,"2020"
"36001","513","1",26135.7142857143,"2020"
"36002","513","2",29850,"2020"
"36003","513","3",33592.8571428571,"2020"
"36004","513","4",37300,"2020"
"36005","513","5",40292.8571428571,"2020"
"36006","513","6",43278.5714285714,"2020"
"36007","513","7",46264.2857142857,"2020"
"36008","513","8",49242.8571428571,"2020"
"36009","513","9",56629.2857142857,"2020"
"36010","513","10",65123.6785714286,"2020"
"36011","513","11",74892.2303571428,"2020"
"36012","513","NoAnswer",1,"2020"
"36013","514","1",25968.1818181818,"2020"
"36014","514","2",29650,"2020"
"36015","514","3",33372.7272727273,"2020"
"36016","514","4",37054.5454545455,"2020"
"36017","514","5",40027.2727272727,"2020"
"36018","514","6",42995.4545454545,"2020"
"36019","514","7",45963.6363636364,"2020"
"36020","514","8",48922.7272727273,"2020"
"36021","514","9",56261.1363636364,"2020"
"36022","514","10",64700.3068181818,"2020"
"36023","514","11",74405.3528409091,"2020"
"36024","514","NoAnswer",1,"2020"
"36025","515","1",26760.7142857143,"2020"
"36026","515","2",30560.7142857143,"2020"
"36027","515","3",34396.4285714286,"2020"
"36028","515","4",38196.4285714286,"2020"
"36029","515","5",41260.7142857143,"2020"
"36030","515","6",44321.4285714286,"2020"
"36031","515","7",47375,"2020"
"36032","515","8",50428.5714285714,"2020"
"36033","515","9",57992.8571428571,"2020"
"36034","515","10",66691.7857142857,"2020"
"36035","515","11",76695.5535714286,"2020"
"36036","515","NoAnswer",1,"2020"
"36037","516","1",26571.4285714286,"2020"
"36038","516","2",30342.8571428571,"2020"
"36039","516","3",34150,"2020"
"36040","516","4",37921.4285714286,"2020"
"36041","516","5",40964.2857142857,"2020"
"36042","516","6",44000,"2020"
"36043","516","7",47035.7142857143,"2020"
"36044","516","8",50064.2857142857,"2020"
"36045","516","9",57573.9285714286,"2020"
"36046","516","10",66210.0178571428,"2020"
"36047","516","11",76141.5205357143,"2020"
"36048","516","NoAnswer",1,"2020"
"36049","520","1",26288.8888888889,"2020"
"36050","520","2",30022.2222222222,"2020"
"36051","520","3",33788.8888888889,"2020"
"36052","520","4",37511.1111111111,"2020"
"36053","520","5",40522.2222222222,"2020"
"36054","520","6",43527.7777777778,"2020"
"36055","520","7",46527.7777777778,"2020"
"36056","520","8",49527.7777777778,"2020"
"36057","520","9",56956.9444444444,"2020"
"36058","520","10",65500.4861111111,"2020"
"36059","520","11",75325.5590277778,"2020"
"36060","520","NoAnswer",1,"2020"
"36061","521","1",25916.6666666667,"2020"
"36062","521","2",29600,"2020"
"36063","521","3",33316.6666666667,"2020"
"36064","521","4",36991.6666666667,"2020"
"36065","521","5",39958.3333333333,"2020"
"36066","521","6",42925,"2020"
"36067","521","7",45875,"2020"
"36068","521","8",48841.6666666667,"2020"
"36069","521","9",56167.9166666667,"2020"
"36070","521","10",64593.1041666666,"2020"
"36071","521","11",74282.0697916666,"2020"
"36072","521","NoAnswer",1,"2020"
"36073","522","1",27571.875,"2020"
"36074","522","2",31496.875,"2020"
"36075","522","3",35437.5,"2020"
"36076","522","4",39353.125,"2020"
"36077","522","5",42518.75,"2020"
"36078","522","6",45665.625,"2020"
"36079","522","7",48812.5,"2020"
"36080","522","8",51962.5,"2020"
"36081","522","9",59756.875,"2020"
"36082","522","10",68720.40625,"2020"
"36083","522","11",79028.4671875,"2020"
"36084","522","NoAnswer",1,"2020"
"36085","523","1",27486.6666666667,"2020"
"36086","523","2",31400,"2020"
"36087","523","3",35326.6666666667,"2020"
"36088","523","4",39233.3333333333,"2020"
"36089","523","5",42390,"2020"
"36090","523","6",45526.6666666667,"2020"
"36091","523","7",48666.6666666667,"2020"
"36092","523","8",51803.3333333333,"2020"
"36093","523","9",59573.8333333333,"2020"
"36094","523","10",68509.9083333333,"2020"
"36095","523","11",78786.3945833333,"2020"
"36096","523","NoAnswer",1,"2020"
"36097","524","1",31700,"2020"
"36098","524","2",36216.6666666667,"2020"
"36099","524","3",40733.3333333333,"2020"
"36100","524","4",45250,"2020"
"36101","524","5",48900,"2020"
"36102","524","6",52516.6666666667,"2020"
"36103","524","7",56133.3333333333,"2020"
"36104","524","8",59750,"2020"
"36105","524","9",68712.5,"2020"
"36106","524","10",79019.375,"2020"
"36107","524","11",90872.28125,"2020"
"36108","524","NoAnswer",1,"2020"
"36109","525","1",25691.6666666667,"2020"
"36110","525","2",29333.3333333333,"2020"
"36111","525","3",33020.8333333333,"2020"
"36112","525","4",36662.5,"2020"
"36113","525","5",39600,"2020"
"36114","525","6",42537.5,"2020"
"36115","525","7",45470.8333333333,"2020"
"36116","525","8",48400,"2020"
"36117","525","9",55660,"2020"
"36118","525","10",64009,"2020"
"36119","525","11",73610.35,"2020"
"36120","525","NoAnswer",1,"2020"
"36121","526","1",25743.75,"2020"
"36122","526","2",29393.75,"2020"
"36123","526","3",33087.5,"2020"
"36124","526","4",36737.5,"2020"
"36125","526","5",39681.25,"2020"
"36126","526","6",42625,"2020"
"36127","526","7",45562.5,"2020"
"36128","526","8",48500,"2020"
"36129","526","9",55775,"2020"
"36130","526","10",64141.25,"2020"
"36131","526","11",73762.4375,"2020"
"36132","526","NoAnswer",1,"2020"
"36133","527","1",27493.75,"2020"
"36134","527","2",31406.25,"2020"
"36135","527","3",35337.5,"2020"
"36136","527","4",39243.75,"2020"
"36137","527","5",42393.75,"2020"
"36138","527","6",45531.25,"2020"
"36139","527","7",48668.75,"2020"
"36140","527","8",51812.5,"2020"
"36141","527","9",59584.375,"2020"
"36142","527","10",68522.03125,"2020"
"36143","527","11",78800.3359375,"2020"
"36144","527","NoAnswer",1,"2020"
"36145","528","1",26400,"2020"
"36146","528","2",30200,"2020"
"36147","528","3",33950,"2020"
"36148","528","4",37700,"2020"
"36149","528","5",40750,"2020"
"36150","528","6",43750,"2020"
"36151","528","7",46750,"2020"
"36152","528","8",49800,"2020"
"36153","528","9",57270,"2020"
"36154","528","10",65860.5,"2020"
"36155","528","11",75739.575,"2020"
"36156","528","NoAnswer",1,"2020"
"36157","530","1",27936.3636363636,"2020"
"36158","530","2",31922.7272727273,"2020"
"36159","530","3",35913.6363636364,"2020"
"36160","530","4",39872.7272727273,"2020"
"36161","530","5",43095.4545454545,"2020"
"36162","530","6",46281.8181818182,"2020"
"36163","530","7",49477.2727272727,"2020"
"36164","530","8",52659.0909090909,"2020"
"36165","530","9",60557.9545454545,"2020"
"36166","530","10",69641.6477272727,"2020"
"36167","530","11",80087.8948863636,"2020"
"36168","530","NoAnswer",1,"2020"
"36169","531","1",27450,"2020"
"36170","531","2",31371.4285714286,"2020"
"36171","531","3",35300,"2020"
"36172","531","4",39185.7142857143,"2020"
"36173","531","5",42357.1428571429,"2020"
"36174","531","6",45492.8571428571,"2020"
"36175","531","7",48614.2857142857,"2020"
"36176","531","8",51757.1428571429,"2020"
"36177","531","9",59520.7142857143,"2020"
"36178","531","10",68448.8214285714,"2020"
"36179","531","11",78716.1446428571,"2020"
"36180","531","NoAnswer",1,"2020"
"36181","532","1",29350,"2020"
"36182","532","2",33550,"2020"
"36183","532","3",37750,"2020"
"36184","532","4",41900,"2020"
"36185","532","5",45300,"2020"
"36186","532","6",48650,"2020"
"36187","532","7",52000,"2020"
"36188","532","8",55350,"2020"
"36189","532","9",63652.5,"2020"
"36190","532","10",73200.375,"2020"
"36191","532","11",84180.43125,"2020"
"36192","532","NoAnswer",1,"2020"
"36193","534","1",26612.5,"2020"
"36194","534","2",30400,"2020"
"36195","534","3",34212.5,"2020"
"36196","534","4",37975,"2020"
"36197","534","5",41037.5,"2020"
"36198","534","6",44087.5,"2020"
"36199","534","7",47125,"2020"
"36200","534","8",50150,"2020"
"36201","534","9",57672.5,"2020"
"36202","534","10",66323.375,"2020"
"36203","534","11",76271.88125,"2020"
"36204","534","NoAnswer",1,"2020"
"36205","535","1",26813.3333333333,"2020"
"36206","535","2",30633.3333333333,"2020"
"36207","535","3",34473.3333333333,"2020"
"36208","535","4",38273.3333333333,"2020"
"36209","535","5",41356.6666666667,"2020"
"36210","535","6",44423.3333333333,"2020"
"36211","535","7",47476.6666666667,"2020"
"36212","535","8",50540,"2020"
"36213","535","9",58121,"2020"
"36214","535","10",66839.15,"2020"
"36215","535","11",76865.0225,"2020"
"36216","535","NoAnswer",1,"2020"
"36217","536","1",26150,"2020"
"36218","536","2",29850,"2020"
"36219","536","3",33600,"2020"
"36220","536","4",37300,"2020"
"36221","536","5",40300,"2020"
"36222","536","6",43300,"2020"
"36223","536","7",46300,"2020"
"36224","536","8",49250,"2020"
"36225","536","9",56637.5,"2020"
"36226","536","10",65133.125,"2020"
"36227","536","11",74903.09375,"2020"
"36228","536","NoAnswer",1,"2020"
"36229","537","1",35050,"2020"
"36230","537","2",40050,"2020"
"36231","537","3",45050,"2020"
"36232","537","4",50050,"2020"
"36233","537","5",54100,"2020"
"36234","537","6",58100,"2020"
"36235","537","7",62100,"2020"
"36236","537","8",66100,"2020"
"36237","537","9",76015,"2020"
"36238","537","10",87417.25,"2020"
"36239","537","11",100529.8375,"2020"
"36240","537","NoAnswer",1,"2020"
"36241","538","1",25475,"2020"
"36242","538","2",29112.5,"2020"
"36243","538","3",32762.5,"2020"
"36244","538","4",36362.5,"2020"
"36245","538","5",39287.5,"2020"
"36246","538","6",42212.5,"2020"
"36247","538","7",45100,"2020"
"36248","538","8",48025,"2020"
"36249","538","9",55228.75,"2020"
"36250","538","10",63513.0625,"2020"
"36251","538","11",73040.021875,"2020"
"36252","538","NoAnswer",1,"2020"
"36253","539","1",26373.0769230769,"2020"
"36254","539","2",30138.4615384615,"2020"
"36255","539","3",33911.5384615385,"2020"
"36256","539","4",37646.1538461538,"2020"
"36257","539","5",40676.9230769231,"2020"
"36258","539","6",43696.1538461538,"2020"
"36259","539","7",46696.1538461538,"2020"
"36260","539","8",49711.5384615385,"2020"
"36261","539","9",57168.2692307692,"2020"
"36262","539","10",65743.5096153846,"2020"
"36263","539","11",75605.0360576923,"2020"
"36264","539","NoAnswer",1,"2020"
"36265","540","1",29135.7142857143,"2020"
"36266","540","2",33307.1428571429,"2020"
"36267","540","3",37471.4285714286,"2020"
"36268","540","4",41600,"2020"
"36269","540","5",44950,"2020"
"36270","540","6",48285.7142857143,"2020"
"36271","540","7",51607.1428571429,"2020"
"36272","540","8",54928.5714285714,"2020"
"36273","540","9",63167.8571428571,"2020"
"36274","540","10",72643.0357142857,"2020"
"36275","540","11",83539.4910714286,"2020"
"36276","540","NoAnswer",1,"2020"
"36277","541","1",26420,"2020"
"36278","541","2",30200,"2020"
"36279","541","3",33970,"2020"
"36280","541","4",37710,"2020"
"36281","541","5",40750,"2020"
"36282","541","6",43775,"2020"
"36283","541","7",46775,"2020"
"36284","541","8",49800,"2020"
"36285","541","9",57270,"2020"
"36286","541","10",65860.5,"2020"
"36287","541","11",75739.575,"2020"
"36288","541","NoAnswer",1,"2020"
"36289","542","1",27500,"2020"
"36290","542","2",31410,"2020"
"36291","542","3",35330,"2020"
"36292","542","4",39240,"2020"
"36293","542","5",42400,"2020"
"36294","542","6",45540,"2020"
"36295","542","7",48680,"2020"
"36296","542","8",51820,"2020"
"36297","542","9",59593,"2020"
"36298","542","10",68531.95,"2020"
"36299","542","11",78811.7425,"2020"
"36300","542","NoAnswer",1,"2020"
"36301","543","1",30400,"2020"
"36302","543","2",34750,"2020"
"36303","543","3",39083.3333333333,"2020"
"36304","543","4",43400,"2020"
"36305","543","5",46900,"2020"
"36306","543","6",50366.6666666667,"2020"
"36307","543","7",53850,"2020"
"36308","543","8",57316.6666666667,"2020"
"36309","543","9",65914.1666666667,"2020"
"36310","543","10",75801.2916666667,"2020"
"36311","543","11",87171.4854166667,"2020"
"36312","543","NoAnswer",1,"2020"
"36313","544","1",26434.0909090909,"2020"
"36314","544","2",30213.6363636364,"2020"
"36315","544","3",34000,"2020"
"36316","544","4",37738.6363636364,"2020"
"36317","544","5",40779.5454545455,"2020"
"36318","544","6",43804.5454545455,"2020"
"36319","544","7",46815.9090909091,"2020"
"36320","544","8",49838.6363636364,"2020"
"36321","544","9",57314.4318181818,"2020"
"36322","544","10",65911.5965909091,"2020"
"36323","544","11",75798.3360795454,"2020"
"36324","544","NoAnswer",1,"2020"
"36325","545","1",26632.1428571429,"2020"
"36326","545","2",30446.4285714286,"2020"
"36327","545","3",34260.7142857143,"2020"
"36328","545","4",38025,"2020"
"36329","545","5",41089.2857142857,"2020"
"36330","545","6",44139.2857142857,"2020"
"36331","545","7",47167.8571428571,"2020"
"36332","545","8",50217.8571428571,"2020"
"36333","545","9",57750.5357142857,"2020"
"36334","545","10",66413.1160714286,"2020"
"36335","545","11",76375.0834821428,"2020"
"36336","545","NoAnswer",1,"2020"
"36337","546","1",26776.6666666667,"2020"
"36338","546","2",30606.6666666667,"2020"
"36339","546","3",34440,"2020"
"36340","546","4",38226.6666666667,"2020"
"36341","546","5",41306.6666666667,"2020"
"36342","546","6",44373.3333333333,"2020"
"36343","546","7",47423.3333333333,"2020"
"36344","546","8",50483.3333333333,"2020"
"36345","546","9",58055.8333333333,"2020"
"36346","546","10",66764.2083333333,"2020"
"36347","546","11",76778.8395833333,"2020"
"36348","546","NoAnswer",1,"2020"
"36349","547","1",27673.6842105263,"2020"
"36350","547","2",31634.2105263158,"2020"
"36351","547","3",35594.7368421053,"2020"
"36352","547","4",39510.5263157895,"2020"
"36353","547","5",42694.7368421053,"2020"
"36354","547","6",45860.5263157895,"2020"
"36355","547","7",49018.4210526316,"2020"
"36356","547","8",52176.3157894737,"2020"
"36357","547","9",60002.7631578947,"2020"
"36358","547","10",69003.1776315789,"2020"
"36359","547","11",79353.6542763158,"2020"
"36360","547","NoAnswer",1,"2020"
"36361","548","1",26857.1428571429,"2020"
"36362","548","2",30700,"2020"
"36363","548","3",34546.4285714286,"2020"
"36364","548","4",38342.8571428571,"2020"
"36365","548","5",41432.1428571429,"2020"
"36366","548","6",44507.1428571429,"2020"
"36367","548","7",47564.2857142857,"2020"
"36368","548","8",50635.7142857143,"2020"
"36369","548","9",58231.0714285714,"2020"
"36370","548","10",66965.7321428571,"2020"
"36371","548","11",77010.5919642857,"2020"
"36372","548","NoAnswer",1,"2020"
"36373","549","1",27121.4285714286,"2020"
"36374","549","2",31000,"2020"
"36375","549","3",34878.5714285714,"2020"
"36376","549","4",38717.8571428571,"2020"
"36377","549","5",41839.2857142857,"2020"
"36378","549","6",44942.8571428571,"2020"
"36379","549","7",48032.1428571429,"2020"
"36380","549","8",51132.1428571429,"2020"
"36381","549","9",58801.9642857143,"2020"
"36382","549","10",67622.2589285714,"2020"
"36383","549","11",77765.5977678571,"2020"
"36384","549","NoAnswer",1,"2020"
"36385","550","1",32112.5,"2020"
"36386","550","2",36703.125,"2020"
"36387","550","3",41284.375,"2020"
"36388","550","4",45843.75,"2020"
"36389","550","5",49537.5,"2020"
"36390","550","6",53206.25,"2020"
"36391","550","7",56881.25,"2020"
"36392","550","8",60531.25,"2020"
"36393","550","9",69610.9375,"2020"
"36394","550","10",80052.578125,"2020"
"36395","550","11",92060.46484375,"2020"
"36396","550","NoAnswer",1,"2020"
"36397","551","1",36200,"2020"
"36398","551","2",41400,"2020"
"36399","551","3",46550,"2020"
"36400","551","4",51700,"2020"
"36401","551","5",55850,"2020"
"36402","551","6",60000,"2020"
"36403","551","7",64150,"2020"
"36404","551","8",68250,"2020"
"36405","551","9",78487.5,"2020"
"36406","551","10",90260.625,"2020"
"36407","551","11",103799.71875,"2020"
"36408","551","NoAnswer",1,"2020"
"36409","553","1",31072.2222222222,"2020"
"36410","553","2",35522.2222222222,"2020"
"36411","553","3",39950,"2020"
"36412","553","4",44363.8888888889,"2020"
"36413","553","5",47933.3333333333,"2020"
"36414","553","6",51488.8888888889,"2020"
"36415","553","7",55044.4444444444,"2020"
"36416","553","8",58577.7777777778,"2020"
"36417","553","9",67364.4444444444,"2020"
"36418","553","10",77469.1111111111,"2020"
"36419","553","11",89089.4777777778,"2020"
"36420","553","NoAnswer",1,"2020"
"36421","554","1",36200,"2020"
"36422","554","2",41400,"2020"
"36423","554","3",46550,"2020"
"36424","554","4",51700,"2020"
"36425","554","5",55850,"2020"
"36426","554","6",60000,"2020"
"36427","554","7",64150,"2020"
"36428","554","8",68250,"2020"
"36429","554","9",78487.5,"2020"
"36430","554","10",90260.625,"2020"
"36431","554","11",103799.71875,"2020"
"36432","554","NoAnswer",1,"2020"
"36433","556","1",26083.3333333333,"2020"
"36434","556","2",29800,"2020"
"36435","556","3",33533.3333333333,"2020"
"36436","556","4",37216.6666666667,"2020"
"36437","556","5",40233.3333333333,"2020"
"36438","556","6",43200,"2020"
"36439","556","7",46183.3333333333,"2020"
"36440","556","8",49150,"2020"
"36441","556","9",56522.5,"2020"
"36442","556","10",65000.875,"2020"
"36443","556","11",74751.00625,"2020"
"36444","556","NoAnswer",1,"2020"
"36445","557","1",25868.75,"2020"
"36446","557","2",29543.75,"2020"
"36447","557","3",33250,"2020"
"36448","557","4",36906.25,"2020"
"36449","557","5",39900,"2020"
"36450","557","6",42843.75,"2020"
"36451","557","7",45800,"2020"
"36452","557","8",48743.75,"2020"
"36453","557","9",56055.3125,"2020"
"36454","557","10",64463.609375,"2020"
"36455","557","11",74133.15078125,"2020"
"36456","557","NoAnswer",1,"2020"
"36457","558","1",26900,"2020"
"36458","558","2",30750,"2020"
"36459","558","3",34600,"2020"
"36460","558","4",38400,"2020"
"36461","558","5",41500,"2020"
"36462","558","6",44550,"2020"
"36463","558","7",47650,"2020"
"36464","558","8",50700,"2020"
"36465","558","9",58305,"2020"
"36466","558","10",67050.75,"2020"
"36467","558","11",77108.3625,"2020"
"36468","558","NoAnswer",1,"2020"
"36469","559","1",28872.7272727273,"2020"
"36470","559","2",32990.9090909091,"2020"
"36471","559","3",37118.1818181818,"2020"
"36472","559","4",41209.0909090909,"2020"
"36473","559","5",44522.7272727273,"2020"
"36474","559","6",47818.1818181818,"2020"
"36475","559","7",51122.7272727273,"2020"
"36476","559","8",54409.0909090909,"2020"
"36477","559","9",62570.4545454545,"2020"
"36478","559","10",71956.0227272727,"2020"
"36479","559","11",82749.4261363636,"2020"
"36480","559","NoAnswer",1,"2020"
"36481","560","1",28158.8235294118,"2020"
"36482","560","2",32176.4705882353,"2020"
"36483","560","3",36200,"2020"
"36484","560","4",40191.1764705882,"2020"
"36485","560","5",43435.2941176471,"2020"
"36486","560","6",46652.9411764706,"2020"
"36487","560","7",49870.5882352941,"2020"
"36488","560","8",53079.4117647059,"2020"
"36489","560","9",61041.3235294118,"2020"
"36490","560","10",70197.5220588235,"2020"
"36491","560","11",80727.150367647,"2020"
"36492","560","NoAnswer",1,"2020"
"36493","561","1",25829.1666666667,"2020"
"36494","561","2",29487.5,"2020"
"36495","561","3",33191.6666666667,"2020"
"36496","561","4",36845.8333333333,"2020"
"36497","561","5",39829.1666666667,"2020"
"36498","561","6",42775,"2020"
"36499","561","7",45720.8333333333,"2020"
"36500","561","8",48666.6666666667,"2020"
"36501","561","9",55966.6666666667,"2020"
"36502","561","10",64361.6666666666,"2020"
"36503","561","11",74015.9166666666,"2020"
"36504","561","NoAnswer",1,"2020"
"36505","562","1",26306.25,"2020"
"36506","562","2",30046.875,"2020"
"36507","562","3",33806.25,"2020"
"36508","562","4",37534.375,"2020"
"36509","562","5",40568.75,"2020"
"36510","562","6",43571.875,"2020"
"36511","562","7",46571.875,"2020"
"36512","562","8",49571.875,"2020"
"36513","562","9",57007.65625,"2020"
"36514","562","10",65558.8046875,"2020"
"36515","562","11",75392.625390625,"2020"
"36516","562","NoAnswer",1,"2020"
"36517","563","1",27539.4736842105,"2020"
"36518","563","2",31460.5263157895,"2020"
"36519","563","3",35394.7368421053,"2020"
"36520","563","4",39300,"2020"
"36521","563","5",42473.6842105263,"2020"
"36522","563","6",45618.4210526316,"2020"
"36523","563","7",48763.1578947368,"2020"
"36524","563","8",51900,"2020"
"36525","563","9",59685,"2020"
"36526","563","10",68637.75,"2020"
"36527","563","11",78933.4125,"2020"
"36528","563","NoAnswer",1,"2020"
"36529","564","1",25880,"2020"
"36530","564","2",29546.6666666667,"2020"
"36531","564","3",33253.3333333333,"2020"
"36532","564","4",36916.6666666667,"2020"
"36533","564","5",39910,"2020"
"36534","564","6",42863.3333333333,"2020"
"36535","564","7",45813.3333333333,"2020"
"36536","564","8",48760,"2020"
"36537","564","9",56074,"2020"
"36538","564","10",64485.1,"2020"
"36539","564","11",74157.865,"2020"
"36540","564","NoAnswer",1,"2020"
"36541","565","1",26603.5714285714,"2020"
"36542","565","2",30378.5714285714,"2020"
"36543","565","3",34185.7142857143,"2020"
"36544","565","4",37953.5714285714,"2020"
"36545","565","5",41025,"2020"
"36546","565","6",44064.2857142857,"2020"
"36547","565","7",47100,"2020"
"36548","565","8",50125,"2020"
"36549","565","9",57643.75,"2020"
"36550","565","10",66290.3125,"2020"
"36551","565","11",76233.859375,"2020"
"36552","565","NoAnswer",1,"2020"
"36553","566","1",26315.625,"2020"
"36554","566","2",30050,"2020"
"36555","566","3",33818.75,"2020"
"36556","566","4",37543.75,"2020"
"36557","566","5",40584.375,"2020"
"36558","566","6",43587.5,"2020"
"36559","566","7",46590.625,"2020"
"36560","566","8",49584.375,"2020"
"36561","566","9",57022.03125,"2020"
"36562","566","10",65575.3359375,"2020"
"36563","566","11",75411.636328125,"2020"
"36564","566","NoAnswer",1,"2020"
"36565","567","1",27075,"2020"
"36566","567","2",30925,"2020"
"36567","567","3",34795.8333333333,"2020"
"36568","567","4",38637.5,"2020"
"36569","567","5",41754.1666666667,"2020"
"36570","567","6",44845.8333333333,"2020"
"36571","567","7",47941.6666666667,"2020"
"36572","567","8",51020.8333333333,"2020"
"36573","567","9",58673.9583333333,"2020"
"36574","567","10",67475.0520833333,"2020"
"36575","567","11",77596.3098958333,"2020"
"36576","567","NoAnswer",1,"2020"
"36577","568","1",26650,"2020"
"36578","568","2",30425,"2020"
"36579","568","3",34237.5,"2020"
"36580","568","4",38012.5,"2020"
"36581","568","5",41075,"2020"
"36582","568","6",44125,"2020"
"36583","568","7",47175,"2020"
"36584","568","8",50187.5,"2020"
"36585","568","9",57715.625,"2020"
"36586","568","10",66372.96875,"2020"
"36587","568","11",76328.9140625,"2020"
"36588","568","NoAnswer",1,"2020"
"36589","569","1",44100,"2020"
"36590","569","2",50400,"2020"
"36591","569","3",56700,"2020"
"36592","569","4",63000,"2020"
"36593","569","5",68050,"2020"
"36594","569","6",73100,"2020"
"36595","569","7",78150,"2020"
"36596","569","8",83200,"2020"
"36597","569","9",95680,"2020"
"36598","569","10",110032,"2020"
"36599","569","11",126536.8,"2020"
"36600","569","NoAnswer",1,"2020"
"36601","570","1",27363.3333333333,"2020"
"36602","570","2",31263.3333333333,"2020"
"36603","570","3",35166.6666666667,"2020"
"36604","570","4",39063.3333333333,"2020"
"36605","570","5",42203.3333333333,"2020"
"36606","570","6",45323.3333333333,"2020"
"36607","570","7",48456.6666666667,"2020"
"36608","570","8",51573.3333333333,"2020"
"36609","570","9",59309.3333333333,"2020"
"36610","570","10",68205.7333333333,"2020"
"36611","570","11",78436.5933333333,"2020"
"36612","570","NoAnswer",1,"2020"
"36613","571","1",30200,"2020"
"36614","571","2",34500,"2020"
"36615","571","3",38800,"2020"
"36616","571","4",43100,"2020"
"36617","571","5",46550,"2020"
"36618","571","6",50000,"2020"
"36619","571","7",53450,"2020"
"36620","571","8",56900,"2020"
"36621","571","9",65435,"2020"
"36622","571","10",75250.25,"2020"
"36623","571","11",86537.7875,"2020"
"36624","571","NoAnswer",1,"2020"
"36625","572","1",26100,"2020"
"36626","572","2",29830,"2020"
"36627","572","3",33555,"2020"
"36628","572","4",37270,"2020"
"36629","572","5",40275,"2020"
"36630","572","6",43250,"2020"
"36631","572","7",46240,"2020"
"36632","572","8",49215,"2020"
"36633","572","9",56597.25,"2020"
"36634","572","10",65086.8375,"2020"
"36635","572","11",74849.863125,"2020"
"36636","572","NoAnswer",1,"2020"
"36637","573","1",26568,"2020"
"36638","573","2",30356,"2020"
"36639","573","3",34146,"2020"
"36640","573","4",37928,"2020"
"36641","573","5",40984,"2020"
"36642","573","6",44006,"2020"
"36643","573","7",47058,"2020"
"36644","573","8",50074,"2020"
"36645","573","9",57585.1,"2020"
"36646","573","10",66222.865,"2020"
"36647","573","11",76156.29475,"2020"
"36648","573","NoAnswer",1,"2020"
"36649","574","1",26740.625,"2020"
"36650","574","2",30553.125,"2020"
"36651","574","3",34368.75,"2020"
"36652","574","4",38175,"2020"
"36653","574","5",41250,"2020"
"36654","574","6",44300,"2020"
"36655","574","7",47365.625,"2020"
"36656","574","8",50409.375,"2020"
"36657","574","9",57970.78125,"2020"
"36658","574","10",66666.3984375,"2020"
"36659","574","11",76666.358203125,"2020"
"36660","574","NoAnswer",1,"2020"
"36661","575","1",26761.1111111111,"2020"
"36662","575","2",30577.7777777778,"2020"
"36663","575","3",34397.2222222222,"2020"
"36664","575","4",38205.5555555556,"2020"
"36665","575","5",41283.3333333333,"2020"
"36666","575","6",44330.5555555556,"2020"
"36667","575","7",47402.7777777778,"2020"
"36668","575","8",50444.4444444444,"2020"
"36669","575","9",58011.1111111111,"2020"
"36670","575","10",66712.7777777778,"2020"
"36671","575","11",76719.6944444444,"2020"
"36672","575","NoAnswer",1,"2020"
"36673","576","1",26245.8333333333,"2020"
"36674","576","2",29983.3333333333,"2020"
"36675","576","3",33729.1666666667,"2020"
"36676","576","4",37462.5,"2020"
"36677","576","5",40483.3333333333,"2020"
"36678","576","6",43470.8333333333,"2020"
"36679","576","7",46483.3333333333,"2020"
"36680","576","8",49462.5,"2020"
"36681","576","9",56881.875,"2020"
"36682","576","10",65414.15625,"2020"
"36683","576","11",75226.2796875,"2020"
"36684","576","NoAnswer",1,"2020"
"36685","577","1",26153.3333333333,"2020"
"36686","577","2",29880,"2020"
"36687","577","3",33613.3333333333,"2020"
"36688","577","4",37333.3333333333,"2020"
"36689","577","5",40343.3333333333,"2020"
"36690","577","6",43320,"2020"
